TO ALL FRENCH CITIZENS 		 To all French citizens 		 Score: 1.0000
UNIVERSAL 		 AAH and universal income 		 Score: 0.3877
Universal 		 AAH and universal income 		 Score: 0.3877
Universal 		 AAH and universal income 		 Score: 0.3877
UNIVERSAL 		 AAH and universal income 		 Score: 0.3877
To all those who are in precariousness, poverty 		 universal activity income 		 Score: 0.3877
YOUNG PEOPLE, ELDERLY PEOPLE, DISABLED PEOPLE... IN A SITUATION OF PRECARITY OR UNDER THE POVERTY LINE ! 		 Situation of precariousness 		 Score: 0.3877
Adjusted income 		 who should receive a universal income 		 Score: 0.3877
Recipients of the ASS 		 To all, and in particular to the precarious, the homeless and the non-recipients 		 Score: 0.3877
A "CItoyen's VOcation Income" (REVOCI / "Dream too"!...) FOR EVERYONE, rather than the RUA, to reinvent/(re)enchant Work, our Society and our lives... 		 Create an income so that every human being can live in dignity 		 Score: 0.3876
Universal? So for everyone 		 To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 Score: 0.3876
Poor workers 		 Don't forget young people and students! 		 Score: 0.3876
To all . 		 For everyone from birth 		 Score: 0.3876
Activity income 		 Why merge the universal income and the Aah 		 Score: 0.3876
For all, without conditions. 		 To All from birth and throughout life 		 Score: 0.3876
"RUA: to the so-called "precarious" people. AAH (+ possibly CR): to be maintained absolutely to the disabled people "" concerned!!!" 		 To workers and those who are unable to work 		 Score: 0.3876
TO ALL STUDENTS WITHOUT DISTINCTION 		 Young people, students, handicapped people, elderly people 		 Score: 0.3876
TO ALL STUDENTS WITHOUT DISTINCTION 		 Young people, students, handicapped people, elderly people 		 Score: 0.3876
Assistance to single-parent households 		 A Universal Income for All 		 Score: 0.3876
The RUA is not adapted to all disability situations 		 AAH DISABLED ADULT ALLOWANCE OUTSIDE THE UNIVERSAL INCOME 		 Score: 0.3876
Activity income 		 who should receive a universal income 		 Score: 0.3875
Working poor and students 		 universal activity income 		 Score: 0.3875
For the unemployed who want to train or start a business. 		 To all, on condition of income 		 Score: 0.3875
TO WHO? TO ALL 		 For you, for me, for him, for everyone 		 Score: 0.3875
for all but with conditions 		 Universal income for all without conditions 		 Score: 0.3875
those 		 question 		 Score: 0.3874
Young people, students, handicapped people, elderly people 		 Universal Income = Everyone over 18 years of age 		 Score: 0.3874
Individualize the RUA rather than granting it to a household 		 Universal Income for ALL 		 Score: 0.3874
Individualize the RUA rather than granting it to a household 		 Universal income for all 		 Score: 0.3874
Individualize the RUA rather than granting it to a household 		 universal income for all 		 Score: 0.3874
RUA at 100% of the SMIC for disabled people who cannot or no longer work 		 Any adult below the poverty line. 		 Score: 0.3873
right for any person with a pension below 1500 euros 		 EVERYONE if it is a universal income 		 Score: 0.3873
A "CItoyen's VOcation Income" (REVOCI / "Dream too"!...) FOR EVERYONE, rather than the RUA, to reinvent/(re)enchant Work, our Society and our lives... 		 RUA FOR ALL 		 Score: 0.3873
A "CItoyen's VOcation Income" (REVOCI / "Dream too"!...) FOR EVERYONE, rather than the RUA, to reinvent/(re)enchant Work, our Society and our lives... 		 RUA FOR ALL 		 Score: 0.3873
Do not include persons receiving AAH with a mental disorder 		 Including the APL in the RUA is not possible because what about disabled people on the AAH who have to stay outside the RUA? 		 Score: 0.3873
Young people experiencing poverty 		 The net resource per household: steering aid through the gaps 		 Score: 0.3873
AAH is not an activity premium 		 A non-universal, non-activity-based income. 		 Score: 0.3873
NO to the question on People with disabilities living in poverty 		 Integrating the Specific Solidarity Allowance (ASS) into the universal activity income? 		 Score: 0.3873
Older people in poverty 		 A universal income for everyone 		 Score: 0.3873
PROPORTIONAL RUA 		 NO TO THE INCLUSION OF THE AAH IN THE FUTURE RUA 		 Score: 0.3873
integrate the person with a disability and only his or her income 		 An income for all 		 Score: 0.3872
The AAH is not a social minimum like the others and should not be included in the scope of the RUA 		 Who should the Universal Activity Income be aimed at? 		 Score: 0.3872
RUA FOR ALL 		 for all but with conditions 		 Score: 0.3872
RUA FOR ALL 		 for all but with conditions 		 Score: 0.3872
HANDICAP should not be integrated into the RUA! 		 For everyone except the disabled 		 Score: 0.3872
To be combined with family allowances 		 All persons of working age and unemployed 		 Score: 0.3872
Every person in a situation of social and economic vulnerability, from the age of 18 		 Unemployed persons at the end of their entitlement (ASS) 		 Score: 0.3872
Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.3871
The UK in place of all other benefits 		 To all, on condition of income 		 Score: 0.3871
AAH (Allocation adulte Handicapé) - Who says activity says being able to work 		 Who should the Universal Activity Income be aimed at? 		 Score: 0.3871
right for any person with a pension below 1500 euros 		 Universal income for all without conditions 		 Score: 0.3871
Universal means for all! 		 universal income also for children 		 Score: 0.3871
The net resource per household: steering aid through the gaps 		 for all according to income 		 Score: 0.3871
prioritize the universal activity income 		 Universal = Applies to all 		 Score: 0.3871
UNIVERSAL is for everyone 		 For everyone individually, imposed 		 Score: 0.3871
All citizens 		 To all without exception 		 Score: 0.3871
To all people in temporary or permanent difficulty 		 For all those experiencing poverty 		 Score: 0.3870
The AAH without taking into account the spouse's income 		 Any adult without income or assets, regardless of age. 		 Score: 0.3870
For all from 18 years old if you are French 		 Youth under 18 to 25 with no income 		 Score: 0.3870
Every person in a situation of social and economic vulnerability, from the age of 18 		 Create an income so that every human being can live in dignity 		 Score: 0.3870
To visual artists who have no social protection 		 disabled person 		 Score: 0.3870
Universal income to replace all national benefits 		 To all those who receive a salary, an allowance or a pension below the smic. 		 Score: 0.3870
Aah 		 AAH and universal income 		 Score: 0.3870
Aah 		 AAH and universal income 		 Score: 0.3870
AAH 		 AAH and universal income 		 Score: 0.3870
AAH 		 AAH and universal income 		 Score: 0.3870
AAH 		 AAH and universal income 		 Score: 0.3870
AAH 		 AAH and universal income 		 Score: 0.3870
aah 		 AAH and universal income 		 Score: 0.3870
People with a balance of income below a certain level 		 Underpaid animation sector 		 Score: 0.3869
The Supplementary Invalidity Allowance must absolutely remain outside the scope of the RUA as it was designed to supplement very small disability pensions of disabled people who have worked less than 10 years (chronic disabling diseases) 		 Unrecognized or partially recognized disabilities 		 Score: 0.3869
Students with disabilities recognized at 50% and 79%. 		 The RUA is not adapted to all disability situations 		 Score: 0.3869
People with disabilities and their families experiencing poverty 		 lone mothers who raised their children alone 		 Score: 0.3869
NO TO THE RUA YES TO HELP THE WORKING POOR 		 To all citizens as a real universal income is supposed to be 		 Score: 0.3869
Who can claim the Universal Activity Income 		 to be paid according to a resource ceiling 		 Score: 0.3869
TO ALL STUDENTS WITHOUT DISTINCTION 		 To all without exception 		 Score: 0.3869
TO ALL STUDENTS WITHOUT DISTINCTION 		 To all without exception 		 Score: 0.3869
Universal = all without exceptions or conditions 		 universal income also for children 		 Score: 0.3869
To workers and those who are unable to work 		 income granted to any person without work and without benefit from the beginning of the precariousness and without condition of resources going back to the year before 		 Score: 0.3868
To all, as soon as the person does not reach a sufficient income to live in dignity 		 "A real "Universal Income" for ALL, modular and conditional" 		 Score: 0.3868
The net resource per household: steering aid through the gaps 		 resources 		 Score: 0.3868
Do not make Rua for the mentally disabled 		 Consideration of disability with a rate of less than 80%. 		 Score: 0.3868
I want the AAH to remain a full-fledged benefit. 		 AAH (Allocation adulte Handicapé) - Who says activity says being able to work 		 Score: 0.3868
The working poor 		 income granted to any person without work and without benefit from the beginning of the precariousness and without condition of resources going back to the year before 		 Score: 0.3868
To all French people without distinction 		 Any French citizen with an income of less than 5000 per month. 		 Score: 0.3868
Any adult without income or assets, regardless of age. 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.3868
For all, from the age of majority. 		 Any adult below the poverty line. 		 Score: 0.3867
The Supplementary Invalidity Allowance must absolutely remain outside the scope of the RUA as it was designed to supplement very small disability pensions of disabled people who have worked less than 10 years (chronic disabling diseases) 		 PROPORTIONAL RUA 		 Score: 0.3867
To ALL as long as you are a good CITIZEN 		 rights and duties 		 Score: 0.3867
"RUA: to the so-called "precarious" people. AAH (+ possibly CR): to be maintained absolutely to the disabled people "" concerned!!!" 		 No to the untimely revision of disability rates (MDPH) and invalidity rates (CPAM) in order to get as many people as possible into the RUA 		 Score: 0.3867
Parents on parental leave and stay-at-home parents 		 All adults and emancipated minors 		 Score: 0.3867
TO ALL THE FRENCH PEOPLE 		 To the students! 		 Score: 0.3866
Universal . 		 For every human being, regardless of age or nationality. 		 Score: 0.3866
To all, automatically, on the 1st of the month, without condition in order to make everyone responsible and to save management or control costs 		 For each individual in the company 		 Score: 0.3866
Active Vital Income and the economy 		 universal income for all people with an income of less than €1500 net per month 		 Score: 0.3866
Situation of precariousness 		 To all persons undergoing an unwanted change of situation 		 Score: 0.3866
Create an income so that every human being can live in dignity 		 But who will pay? 		 Score: 0.3866
rights and duties 		 Equitable rights for divorced and separated parents 		 Score: 0.3865
To all, as soon as the person does not reach a sufficient income to live in dignity 		 UNIVERSAL INCOME 		 Score: 0.3865
The AAH is not a social minimum like the others and should not be included in the scope of the RUA 		 Objective 0 young people without resources and without support 		 Score: 0.3865
For all, from the age of majority. 		 All citizens 		 Score: 0.3865
To all, as soon as the person does not reach a sufficient income to live in dignity 		 For all, without conditions. 		 Score: 0.3865
Any French citizen with an income of less than 5000 per month. 		 Universal income to be given to all without conditions...universal citizenship income 		 Score: 0.3865
To be combined with family allowances 		 A universal income close to the minimum wage 		 Score: 0.3865
Universal: Extending, applying to all objects (persons or things) that exist. 		 Who should receive a universal income? 		 Score: 0.3865
To all citizens according to resources / assets 		 who should receive a universal income 		 Score: 0.3865
All employees at the minimum wage 		 Universal Income = Everyone over 18 years of age 		 Score: 0.3865
To the middle classes 		 Don't forget young people and students! 		 Score: 0.3865
No to the integration of the aah and the aspa! 		 AAH DISABLED ADULT ALLOWANCE OUTSIDE THE UNIVERSAL INCOME 		 Score: 0.3865
Priority to job seekers and pensioners 		 who should receive a universal income 		 Score: 0.3864
Assistance to single-parent households 		 Universal benefit to consolidate support 		 Score: 0.3864
To all citizens, means-tested only 		 To all persons without income 		 Score: 0.3864
To all citizens, means-tested only 		 To all persons without income 		 Score: 0.3864
Young people experiencing poverty 		 A universal income for everyone 		 Score: 0.3864
The AAH is not a social minimum like the others and should not be included in the scope of the RUA 		 Integrating the Specific Solidarity Allowance (ASS) into the universal activity income? 		 Score: 0.3863
any major below this RUA 		 free higher education 		 Score: 0.3863
To all persons with an income below 800 euros/month 		 prioritize the universal activity income 		 Score: 0.3863
Verify the actual income of the beneficiaries 		 Income for all persons below the poverty line 		 Score: 0.3863
suppression of the social and promotion of the work 		 A commitment to oneself and to society 		 Score: 0.3863
Activity allowance for disabled persons (means-tested) 		 To all, on condition of income 		 Score: 0.3863
To visual artists who have no social protection 		 For everyone except the disabled 		 Score: 0.3862
Don't forget young people and students! 		 Student Aid 		 Score: 0.3862
a universal and Franco-French income 		 To anyone to help achieve a decent income 		 Score: 0.3862
Older people in poverty 		 Single mothers and large families 		 Score: 0.3862
Universal = Applies to all 		 UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 Score: 0.3862
universal income for all people with an income of less than €1500 net per month 		 To all those who receive a salary, an allowance or a pension below the smic. 		 Score: 0.3862
As for unemployment 		 a universal income 		 Score: 0.3862
To everyone, living on French territory and filling out a tax form and not reaching a certain ceiling! 		 EVERYONE if it is a universal income 		 Score: 0.3862
All adults and emancipated minors 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.3862
The AAH is not an activity income. 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.3862
Students with disabilities recognized at 50% and 79%. 		 AAH DISABLED ADULT ALLOWANCE OUTSIDE THE UNIVERSAL INCOME 		 Score: 0.3862
Universal benefit to consolidate support 		 The net resource per household: steering aid through the gaps 		 Score: 0.3862
Young people experiencing poverty 		 Any adult without income or assets, regardless of age. 		 Score: 0.3862
All persons of working age and unemployed 		 A job for the company 		 Score: 0.3861
Working poor and students 		 to people working part-time or three-quarters of the time 		 Score: 0.3861
The AAH without taking into account the spouse's income 		 Only for single people without children because they do not receive the same amount of aid 		 Score: 0.3861
employment or RUA 		 To all, on condition of income 		 Score: 0.3861
Why merge the universal income and the Aah 		 People with a balance of income below a certain level 		 Score: 0.3861
All according to resources and individually 		 TO ALL BUT WITH CONDITIONS TO BE DETERMINED AND CHECKED TOGETHER 		 Score: 0.3861
disabled person 		 For the disabled simplification of administrative procedures 		 Score: 0.3861
Single Minimum Income RMU 		 Minimum food requirement 		 Score: 0.3860
Universal means for all! 		 For all those experiencing poverty 		 Score: 0.3860
Decent income for the elderly 		 A basic income can only be universal, i.e. paid to all members of the community without condition. 		 Score: 0.3860
Do not make Rua for the mentally disabled 		 AAH DISABLED ADULT ALLOWANCE OUTSIDE THE UNIVERSAL INCOME 		 Score: 0.3860
UNIVERSAL 		 Why merge the universal income and the Aah 		 Score: 0.3860
Universal 		 Why merge the universal income and the Aah 		 Score: 0.3860
Why merge the universal income and the Aah 		 Universal 		 Score: 0.3860
Why merge the universal income and the Aah 		 UNIVERSAL 		 Score: 0.3860
EQUALITY FOR ALL FROM 18 YEARS OF AGE 		 A minimum income for everyone who has reached the age of majority or is emancipated 		 Score: 0.3860
RETURN TO WORK ASSISTANCE 		 integrate the person with a disability and only his or her income 		 Score: 0.3860
To all those who are in precariousness, poverty 		 A basic income can only be universal, i.e. paid to all members of the community without condition. 		 Score: 0.3860
Student and post-graduation youth 		 All persons of working age and unemployed 		 Score: 0.3860
For everyone except the disabled 		 for all but with conditions 		 Score: 0.3859
Young people and internships 		 All persons of working age and unemployed 		 Score: 0.3859
UNIVERSAL is for everyone 		 universality of the UK by financing it through dividends 		 Score: 0.3859
To all citizens according to resources / assets 		 development income 		 Score: 0.3859
Accompaniment and access to employment cannot be dissociated from the RUA 		 The RUA should be open to all adults of age! 		 Score: 0.3859
A "CItoyen's VOcation Income" (REVOCI / "Dream too"!...) FOR EVERYONE, rather than the RUA, to reinvent/(re)enchant Work, our Society and our lives... 		 To all those who receive a salary, an allowance or a pension below the smic. 		 Score: 0.3859
For everyone except the disabled 		 An income for all 		 Score: 0.3859
To all French people without distinction 		 To all (otherwise it is not universal) 		 Score: 0.3859
development income 		 that says activity says salary 		 Score: 0.3858
integrate the person with a disability and only his or her income 		 Adjusted income 		 Score: 0.3858
Universal income must be granted from the age of 18 		 NO to the question on People with disabilities living in poverty 		 Score: 0.3858
integrate the person with a disability and only his or her income 		 Create an income so that every human being can live in dignity 		 Score: 0.3858
A universal income close to the minimum wage 		 Youth under 18 to 25 with no income 		 Score: 0.3858
Universal income must be granted from the age of 18 		 To everyone below the poverty line. 		 Score: 0.3858
The net resource per household: steering aid through the gaps 		 TO ALL THE POOR 		 Score: 0.3858
For everyone except the disabled 		 The contribution for all 		 Score: 0.3857
To all, as soon as the person does not reach a sufficient income to live in dignity 		 To All from birth and throughout life 		 Score: 0.3857
To workers and those who are unable to work 		 FOR A TRULY UNIVERSAL BASIC INCOME 		 Score: 0.3857
All the poor except the disabled 		 Including the APL in the RUA is not possible because what about disabled people on the AAH who have to stay outside the RUA? 		 Score: 0.3857
Adjusted income 		 To anyone to help achieve a decent income 		 Score: 0.3857
Assistance to single-parent households 		 Universal Income = Everyone over 18 years of age 		 Score: 0.3857
People with or without jobs, under certain conditions 		 A basic income can only be universal, i.e. paid to all members of the community without condition. 		 Score: 0.3857
keep the AAH (Allocation Adultes Handicapées a part 		 Exclude the AAH from the RUA 		 Score: 0.3857
People with disabilities and their families experiencing poverty 		 a universal income 		 Score: 0.3857
The AAH without taking into account the spouse's income 		 To all those who receive a salary, an allowance or a pension below the smic. 		 Score: 0.3856
to be paid according to a resource ceiling 		 To be combined with family allowances 		 Score: 0.3856
To workers and those who are unable to work 		 Create an income so that every human being can live in dignity 		 Score: 0.3856
Activity allowance for disabled persons (means-tested) 		 UNIVERSAL BASIC INCOME 		 Score: 0.3856
All people receive social assistance. 		 UNIVERSAL INCOME 		 Score: 0.3856
Universal income to replace all national benefits 		 development income 		 Score: 0.3855
development income 		 Why merge the universal income and the Aah 		 Score: 0.3855
Universal under conditions? 		 UNIVERSAL BASIC INCOME 		 Score: 0.3855
Verify the actual income of the beneficiaries 		 a universal income 		 Score: 0.3855
Any French citizen with an income of less than 5000 per month. 		 a universal income 		 Score: 0.3854
dissociate AAH from other income 		 a universal income 		 Score: 0.3854
Single mothers and large families 		 Individualize the RUA rather than granting it to a household 		 Score: 0.3854
integrate the person with a disability and only his or her income 		 Unemployed persons at the end of their entitlement (ASS) 		 Score: 0.3854
For all, from the age of majority. 		 To ALL as long as you are a good CITIZEN 		 Score: 0.3854
For all from 18 years old 		 An income for all 		 Score: 0.3854
universal income for all people with an income of less than €1500 net per month 		 NO to the question on People with disabilities living in poverty 		 Score: 0.3854
YOUNG PEOPLE, ELDERLY PEOPLE, DISABLED PEOPLE... IN A SITUATION OF PRECARITY OR UNDER THE POVERTY LINE ! 		 Universal income for all without conditions 		 Score: 0.3853
Universal = all without exceptions or conditions 		 AAH and universal income 		 Score: 0.3853
The UK in place of all other benefits 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.3853
The AAH without taking into account the spouse's income 		 Universal solidarity income, not activity income! 		 Score: 0.3853
NO TO THE RUA YES TO HELP THE WORKING POOR 		 A RUA from 18 years old 		 Score: 0.3853
too many vulnerable people 		 For all those experiencing poverty 		 Score: 0.3853
to be paid according to a resource ceiling 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.3852
HANDICAP should not be integrated into the RUA! 		 Except for the disabled 		 Score: 0.3852
To all those who receive a salary, an allowance or a pension below the smic. 		 Create an income so that every human being can live in dignity 		 Score: 0.3852
Anyone with an income of less than 2000. 		 AAH and universal income 		 Score: 0.3852
Income for all upon reaching the age of majority 		 Graduated rate for minors 		 Score: 0.3852
To all those who receive a salary, an allowance or a pension below the smic. 		 To everyone below the poverty line. 		 Score: 0.3852
Youth under 18 to 25 with no income 		 The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 Score: 0.3851
Universal revenue 		 Activity income 		 Score: 0.3851
Neither the AHA nor the solidarity allowance for the elderly 		 Activity allowance 		 Score: 0.3851
To all 		 To people who have a project 		 Score: 0.3851
To all 		 To people who have a project 		 Score: 0.3851
To all 		 To people who have a project 		 Score: 0.3851
To all 		 To people who have a project 		 Score: 0.3851
To all 		 To people who have a project 		 Score: 0.3851
To all 		 To people who have a project 		 Score: 0.3851
To people who have a project 		 To all 		 Score: 0.3851
To people who have a project 		 To All 		 Score: 0.3851
The contribution for all 		 To all without exception 		 Score: 0.3851
To ALL as long as you are a good CITIZEN 		 For all from 18 years old if you are French 		 Score: 0.3851
All the poor except the disabled 		 Do not make Rua for the mentally disabled 		 Score: 0.3850
Sick people, pensioners, trainees, poorest employees 		 All people receive social assistance. 		 Score: 0.3850
All the poor except the disabled 		 To whom should the universal activity income be addressed? 		 Score: 0.3850
Exclude from the RUA all disabled people receiving the AAH who, by definition, have a Substantial and Lasting Employment Restriction (RSDAE) 		 The aah must continue to exist separately. 		 Score: 0.3850
Decent income for the elderly 		 "A real "Universal Income" for ALL, modular and conditional" 		 Score: 0.3850
Not to daah carriers 		 No to aah in the RUA 		 Score: 0.3850
To those who take the trouble to look for work 		 NO TO THE RUA YES TO HELP THE WORKING POOR 		 Score: 0.3850
AAH is not an activity premium 		 The RUA must not take into account the AAH 		 Score: 0.3849
Universal income to replace all national benefits 		 Verify the actual income of the beneficiaries 		 Score: 0.3849
The AAH is not a social minimum like the others and should not be included in the scope of the RUA 		 The RUA for everyone from birth to death. 		 Score: 0.3849
We don't want to assist the lazy anymore 		 By experience at the time of the increase of the aah the government took advantage of it to remove the complement of resources an assistance envisaged e for the most heavily handicapped by replacing it by an inferior assistance under conditions to touch the apl 		 Score: 0.3849
All people receive social assistance. 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.3849
Recipients of the ASS 		 The RUA should not apply to AAH recipients 		 Score: 0.3849
Adjusted income 		 The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 Score: 0.3849
To all, as soon as the person does not reach a sufficient income to live in dignity 		 Situation of precariousness 		 Score: 0.3848
Universal benefit to consolidate support 		 A Universal Income for All 		 Score: 0.3848
The UK in place of all other benefits 		 All people receive social assistance. 		 Score: 0.3848
Who can claim the Universal Activity Income 		 People with disabilities living in poverty 		 Score: 0.3848
right for any person with a pension below 1500 euros 		 Create an income so that every human being can live in dignity 		 Score: 0.3848
not AAH 		 No to the integration of the ASPA and the AAH in the RUA! 		 Score: 0.3848
Unemployed persons at the end of their entitlement (ASS) 		 To be combined with family allowances 		 Score: 0.3848
By experience at the time of the increase of the aah the government took advantage of it to remove the complement of resources an assistance envisaged e for the most heavily handicapped by replacing it by an inferior assistance under conditions to touch the apl 		 NO to the question on People with disabilities living in poverty 		 Score: 0.3848
For anyone who works 		 For whom 		 Score: 0.3848
The net resource per household: steering aid through the gaps 		 Individualize the RUA rather than granting it to a household 		 Score: 0.3848
Objective 0 young people without resources and without support 		 universal income also for children 		 Score: 0.3848
Individual consideration of financial resources 		 UNIVERSAL INCOME 		 Score: 0.3847
Freedom 		 Solidarity in good order 		 Score: 0.3847
Assistance to single-parent households 		 FOR A TRULY UNIVERSAL BASIC INCOME 		 Score: 0.3847
I want the AAH to remain a full-fledged benefit. 		 It should be complementary to unemployment 		 Score: 0.3846
But who will pay? 		 Everyone: it is a UNIVERSAL income 		 Score: 0.3846
The UK in place of all other benefits 		 To all citizens as a real universal income is supposed to be 		 Score: 0.3846
YOUNG PEOPLE, ELDERLY PEOPLE, DISABLED PEOPLE... IN A SITUATION OF PRECARITY OR UNDER THE POVERTY LINE ! 		 Young people placed in and leaving the Children's Social Aid Service (under conditions) 		 Score: 0.3846
The contribution for all 		 Everyone: it is a UNIVERSAL income 		 Score: 0.3846
Poor workers 		 A living wage for all French people 		 Score: 0.3846
Integration of the aah in the RUA 		 The AAH must not be included in the Universal Activity Income 		 Score: 0.3846
Older people in poverty 		 To all, and in particular to the precarious, the homeless and the non-recipients 		 Score: 0.3846
The UK in place of all other benefits 		 Neither the AHA nor the solidarity allowance for the elderly 		 Score: 0.3845
the poverty line 		 AAH and universal income 		 Score: 0.3845
A commitment to oneself and to society 		 To all adults and emancipated minors 		 Score: 0.3845
Young people experiencing poverty 		 Social aids 		 Score: 0.3845
Assistance to single-parent households 		 Everyone: it is a UNIVERSAL income 		 Score: 0.3845
A "CItoyen's VOcation Income" (REVOCI / "Dream too"!...) FOR EVERYONE, rather than the RUA, to reinvent/(re)enchant Work, our Society and our lives... 		 Another vision of the activity income 		 Score: 0.3845
students and inactive persons raising children 		 To all adults and emancipated minors 		 Score: 0.3845
The RUA for everyone from birth to death. 		 Including the APL in the RUA is not possible because what about disabled people on the AAH who have to stay outside the RUA? 		 Score: 0.3845
Young people experiencing poverty 		 Anyone with an income of less than 2000. 		 Score: 0.3845
Universal revenue 		 Income for all upon reaching the age of majority 		 Score: 0.3844
Integration of the aah in the RUA 		 Exclude from the RUA all disabled people receiving the AAH who, by definition, have a Substantial and Lasting Employment Restriction (RSDAE) 		 Score: 0.3844
No more subsidies, yes to a universal income for all French people. 		 for all according to income 		 Score: 0.3844
Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 Only for single people without children because they do not receive the same amount of aid 		 Score: 0.3843
To stay-at-home moms 		 Young people placed in and leaving the Children's Social Aid Service (under conditions) 		 Score: 0.3843
the poverty line 		 Universal Income = Everyone over 18 years of age 		 Score: 0.3843
For each individual in the company 		 All persons of working age and unemployed 		 Score: 0.3843
A living wage for all French people 		 But who will pay? 		 Score: 0.3843
Exclude the AAH from the RUA 		 Why merge the universal income and the Aah 		 Score: 0.3843
Anyone with an income of less than 2000. 		 To be combined with family allowances 		 Score: 0.3843
Adjusted income 		 To all citizens as a real universal income is supposed to be 		 Score: 0.3843
To all potential beneficiaries without exception 		 To anyone to help achieve a decent income 		 Score: 0.3842
For anyone who works 		 TO ENCOURAGE PEOPLE TO RETURN TO WORK 		 Score: 0.3842
To all those who receive a salary, an allowance or a pension below the smic. 		 For all audiences, subject to income conditions 		 Score: 0.3842
To all law-abiding French people. 		 To all or no one 		 Score: 0.3842
A living wage for all French people 		 What about pensioners? 		 Score: 0.3842
Activity allowance 		 UNIVERSAL BASIC INCOME 		 Score: 0.3842
No RUA to replace the AAH for psychic disability 		 counterpart of the RUA 		 Score: 0.3842
Objective 0 young people without resources and without support 		 UNIVERSAL BASIC INCOME 		 Score: 0.3842
For all, from the age of majority. 		 For all from 18 years old if you are French 		 Score: 0.3841
The AAH should not be included in the RUA. 		 dissociate AAH from other income 		 Score: 0.3841
TO ALL STUDENTS WITHOUT DISTINCTION 		 For parent instructors 		 Score: 0.3841
TO ALL STUDENTS WITHOUT DISTINCTION 		 For parent instructors 		 Score: 0.3841
To all French people without distinction 		 obligation for the beneficiary to live in france and to want to stay there 		 Score: 0.3841
question 		 against 		 Score: 0.3841
AAH is not an activity premium 		 Integrating the Specific Solidarity Allowance (ASS) into the universal activity income? 		 Score: 0.3841
rights and duties 		 To all persons without income 		 Score: 0.3841
rights and duties 		 To all persons without income 		 Score: 0.3841
Decent income for the elderly 		 the poverty line 		 Score: 0.3841
Verify the actual income of the beneficiaries 		 universal activity income 		 Score: 0.3841
To all French people without distinction 		 Universal means for all! 		 Score: 0.3841
What if we were all registered at 18? 		 Universal Income = Everyone over 18 years of age 		 Score: 0.3841
Assistance to single-parent households 		 Universal income for all without conditions 		 Score: 0.3840
Eradicating poverty in a caring society 		 A universal income for everyone 		 Score: 0.3840
Assistance to single-parent households 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.3840
To all, as soon as the person does not reach a sufficient income to live in dignity 		 For all audiences, subject to income conditions 		 Score: 0.3840
People with disabilities and their families experiencing poverty 		 Universal income for all 		 Score: 0.3840
People with disabilities and their families experiencing poverty 		 Universal Income for ALL 		 Score: 0.3840
People with disabilities and their families experiencing poverty 		 Universal income for all 		 Score: 0.3840
People with disabilities and their families experiencing poverty 		 universal income for all 		 Score: 0.3840
People with disabilities and their families experiencing poverty 		 Universal income for all 		 Score: 0.3840
People with disabilities and their families experiencing poverty 		 universal income for all 		 Score: 0.3840
For all from 18 years old 		 For each individual in the company 		 Score: 0.3840
The Supplementary Invalidity Allowance must absolutely remain outside the scope of the RUA as it was designed to supplement very small disability pensions of disabled people who have worked less than 10 years (chronic disabling diseases) 		 WHO SHOULD THE RUA 		 Score: 0.3840
development income 		 Integrating the Specific Solidarity Allowance (ASS) into the universal activity income? 		 Score: 0.3839
Sick people, pensioners, trainees, poorest employees 		 Income for all persons below the poverty line 		 Score: 0.3839
obligation for the beneficiary to live in france and to want to stay there 		 To be combined with family allowances 		 Score: 0.3839
students and inactive persons raising children 		 All adults and emancipated minors 		 Score: 0.3839
development income 		 who should receive a universal income 		 Score: 0.3839
Accompaniment and access to employment cannot be dissociated from the RUA 		 NO TO THE INCLUSION OF THE AAH IN THE FUTURE RUA 		 Score: 0.3839
To any non-working person over 18 years of age who meets the following eligibility criteria: 		 Unrecognized or partially recognized disabilities 		 Score: 0.3839
Universal: Extending, applying to all objects (persons or things) that exist. 		 Universal Income = Everyone over 18 years of age 		 Score: 0.3839
youth support 		 To parents on parental leave 		 Score: 0.3838
Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 Youth under 18 to 25 with no income 		 Score: 0.3838
universality of the UK by financing it through dividends 		 Universal income must be granted from the age of 18 		 Score: 0.3838
To all, as soon as the person does not reach a sufficient income to live in dignity 		 To all potential beneficiaries without exception 		 Score: 0.3838
right for any person with a pension below 1500 euros 		 who should receive a universal income 		 Score: 0.3838
